#Header as per the description in tests/validateCat.py.  The columns (if they
#exist) must be labeled with these names, although not necessarily in this order.  Columns that have
#no default listed must exist.  There are other caveats in settings.py
#id| ra| decl| umag| gmag| rmag| imag| zmag| ymag| specname| muRa| muDec| distance| doRed| varDictionary
5962|211.787879|-28.121212|19.9810|19.9810|19.9810|19.9810|19.9810|19.9810|sed_flat_norm.txt.gz|0.|0.|63.6580|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.6580}
5963|211.787879|-28.090909|19.9815|19.9815|19.9815|19.9815|19.9815|19.9815|sed_flat_norm.txt.gz|0.|0.|63.6670|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.6670}
5964|211.787879|-28.060606|19.9820|19.9820|19.9820|19.9820|19.9820|19.9820|sed_flat_norm.txt.gz|0.|0.|63.6760|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.6760}
5965|211.787879|-28.030303|19.9825|19.9825|19.9825|19.9825|19.9825|19.9825|sed_flat_norm.txt.gz|0.|0.|63.6850|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.6850}
5966|211.787879|-28.000000|19.9830|19.9830|19.9830|19.9830|19.9830|19.9830|sed_flat_norm.txt.gz|0.|0.|63.6940|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.6940}
5967|211.787879|-27.969697|19.9835|19.9835|19.9835|19.9835|19.9835|19.9835|sed_flat_norm.txt.gz|0.|0.|63.7030|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7030}
5968|211.787879|-27.939394|19.9840|19.9840|19.9840|19.9840|19.9840|19.9840|sed_flat_norm.txt.gz|0.|0.|63.7120|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.7120}
5969|211.787879|-27.909091|19.9845|19.9845|19.9845|19.9845|19.9845|19.9845|sed_flat_norm.txt.gz|0.|0.|63.7210|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7210}
5970|211.787879|-27.878788|19.9850|19.9850|19.9850|19.9850|19.9850|19.9850|sed_flat_norm.txt.gz|0.|0.|63.7300|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.7300}
5971|211.787879|-27.848485|19.9855|19.9855|19.9855|19.9855|19.9855|19.9855|sed_flat_norm.txt.gz|0.|0.|63.7390|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7390}
5972|211.787879|-27.818182|19.9860|19.9860|19.9860|19.9860|19.9860|19.9860|sed_flat_norm.txt.gz|0.|0.|63.7480|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.7480}
5973|211.787879|-27.787879|19.9865|19.9865|19.9865|19.9865|19.9865|19.9865|sed_flat_norm.txt.gz|0.|0.|63.7570|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7570}
5974|211.787879|-27.757576|19.9870|19.9870|19.9870|19.9870|19.9870|19.9870|sed_flat_norm.txt.gz|0.|0.|63.7660|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.7660}
5975|211.787879|-27.727273|19.9875|19.9875|19.9875|19.9875|19.9875|19.9875|sed_flat_norm.txt.gz|0.|0.|63.7750|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7750}
5976|211.787879|-27.696970|19.9880|19.9880|19.9880|19.9880|19.9880|19.9880|sed_flat_norm.txt.gz|0.|0.|63.7840|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.7840}
5977|211.787879|-27.666667|19.9885|19.9885|19.9885|19.9885|19.9885|19.9885|sed_flat_norm.txt.gz|0.|0.|63.7930|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.7930}
5978|211.787879|-27.636364|19.9890|19.9890|19.9890|19.9890|19.9890|19.9890|sed_flat_norm.txt.gz|0.|0.|63.8020|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8020}
5979|211.787879|-27.606061|19.9895|19.9895|19.9895|19.9895|19.9895|19.9895|sed_flat_norm.txt.gz|0.|0.|63.8110|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.8110}
5980|211.787879|-27.575758|19.9900|19.9900|19.9900|19.9900|19.9900|19.9900|sed_flat_norm.txt.gz|0.|0.|63.8200|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8200}
5981|211.787879|-27.545455|19.9905|19.9905|19.9905|19.9905|19.9905|19.9905|sed_flat_norm.txt.gz|0.|0.|63.8290|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.8290}
5982|211.787879|-27.515152|19.9910|19.9910|19.9910|19.9910|19.9910|19.9910|sed_flat_norm.txt.gz|0.|0.|63.8380|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8380}
5983|211.787879|-27.484848|19.9915|19.9915|19.9915|19.9915|19.9915|19.9915|sed_flat_norm.txt.gz|0.|0.|63.8470|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.8470}
5984|211.787879|-27.454545|19.9920|19.9920|19.9920|19.9920|19.9920|19.9920|sed_flat_norm.txt.gz|0.|0.|63.8560|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8560}
5985|211.787879|-27.424242|19.9925|19.9925|19.9925|19.9925|19.9925|19.9925|sed_flat_norm.txt.gz|0.|0.|63.8650|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.8650}
5986|211.787879|-27.393939|19.9930|19.9930|19.9930|19.9930|19.9930|19.9930|sed_flat_norm.txt.gz|0.|0.|63.8740|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8740}
5987|211.787879|-27.363636|19.9935|19.9935|19.9935|19.9935|19.9935|19.9935|sed_flat_norm.txt.gz|0.|0.|63.8830|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.8830}
5988|211.787879|-27.333333|19.9940|19.9940|19.9940|19.9940|19.9940|19.9940|sed_flat_norm.txt.gz|0.|0.|63.8920|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.8920}
5989|211.787879|-27.303030|19.9945|19.9945|19.9945|19.9945|19.9945|19.9945|sed_flat_norm.txt.gz|0.|0.|63.9010|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9010}
5990|211.787879|-27.272727|19.9950|19.9950|19.9950|19.9950|19.9950|19.9950|sed_flat_norm.txt.gz|0.|0.|63.9100|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.9100}
5991|211.787879|-27.242424|19.9955|19.9955|19.9955|19.9955|19.9955|19.9955|sed_flat_norm.txt.gz|0.|0.|63.9190|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9190}
5992|211.787879|-27.212121|19.9960|19.9960|19.9960|19.9960|19.9960|19.9960|sed_flat_norm.txt.gz|0.|0.|63.9280|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.9280}
5993|211.787879|-27.181818|19.9965|19.9965|19.9965|19.9965|19.9965|19.9965|sed_flat_norm.txt.gz|0.|0.|63.9370|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9370}
5994|211.787879|-27.151515|19.9970|19.9970|19.9970|19.9970|19.9970|19.9970|sed_flat_norm.txt.gz|0.|0.|63.9460|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.9460}
5995|211.787879|-27.121212|19.9975|19.9975|19.9975|19.9975|19.9975|19.9975|sed_flat_norm.txt.gz|0.|0.|63.9550|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9550}
5996|211.787879|-27.090909|19.9980|19.9980|19.9980|19.9980|19.9980|19.9980|sed_flat_norm.txt.gz|0.|0.|63.9640|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.9640}
5997|211.787879|-27.060606|19.9985|19.9985|19.9985|19.9985|19.9985|19.9985|sed_flat_norm.txt.gz|0.|0.|63.9730|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9730}
5998|211.787879|-27.030303|19.9990|19.9990|19.9990|19.9990|19.9990|19.9990|sed_flat_norm.txt.gz|0.|0.|63.9820|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':54.9820}
5999|211.787879|-27.000000|19.9995|19.9995|19.9995|19.9995|19.9995|19.9995|sed_flat_norm.txt.gz|0.|0.|63.9910|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':54.9910}
6000|211.818182|-30.000000|20.0000|20.0000|20.0000|20.0000|20.0000|20.0000|sed_flat_norm.txt.gz|0.|0.|64.0000|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0000}
6001|211.818182|-29.969697|20.0005|20.0005|20.0005|20.0005|20.0005|20.0005|sed_flat_norm.txt.gz|0.|0.|64.0090|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0090}
6002|211.818182|-29.939394|20.0010|20.0010|20.0010|20.0010|20.0010|20.0010|sed_flat_norm.txt.gz|0.|0.|64.0180|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0180}
6003|211.818182|-29.909091|20.0015|20.0015|20.0015|20.0015|20.0015|20.0015|sed_flat_norm.txt.gz|0.|0.|64.0270|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0270}
6004|211.818182|-29.878788|20.0020|20.0020|20.0020|20.0020|20.0020|20.0020|sed_flat_norm.txt.gz|0.|0.|64.0360|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0360}
6005|211.818182|-29.848485|20.0025|20.0025|20.0025|20.0025|20.0025|20.0025|sed_flat_norm.txt.gz|0.|0.|64.0450|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0450}
6006|211.818182|-29.818182|20.0030|20.0030|20.0030|20.0030|20.0030|20.0030|sed_flat_norm.txt.gz|0.|0.|64.0540|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0540}
6007|211.818182|-29.787879|20.0035|20.0035|20.0035|20.0035|20.0035|20.0035|sed_flat_norm.txt.gz|0.|0.|64.0630|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0630}
6008|211.818182|-29.757576|20.0040|20.0040|20.0040|20.0040|20.0040|20.0040|sed_flat_norm.txt.gz|0.|0.|64.0720|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0720}
6009|211.818182|-29.727273|20.0045|20.0045|20.0045|20.0045|20.0045|20.0045|sed_flat_norm.txt.gz|0.|0.|64.0810|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0810}
6010|211.818182|-29.696970|20.0050|20.0050|20.0050|20.0050|20.0050|20.0050|sed_flat_norm.txt.gz|0.|0.|64.0900|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.0900}
6011|211.818182|-29.666667|20.0055|20.0055|20.0055|20.0055|20.0055|20.0055|sed_flat_norm.txt.gz|0.|0.|64.0990|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.0990}
6012|211.818182|-29.636364|20.0060|20.0060|20.0060|20.0060|20.0060|20.0060|sed_flat_norm.txt.gz|0.|0.|64.1080|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1080}
6013|211.818182|-29.606061|20.0065|20.0065|20.0065|20.0065|20.0065|20.0065|sed_flat_norm.txt.gz|0.|0.|64.1170|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.1170}
6014|211.818182|-29.575758|20.0070|20.0070|20.0070|20.0070|20.0070|20.0070|sed_flat_norm.txt.gz|0.|0.|64.1260|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1260}
6015|211.818182|-29.545455|20.0075|20.0075|20.0075|20.0075|20.0075|20.0075|sed_flat_norm.txt.gz|0.|0.|64.1350|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.1350}
6016|211.818182|-29.515152|20.0080|20.0080|20.0080|20.0080|20.0080|20.0080|sed_flat_norm.txt.gz|0.|0.|64.1440|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1440}
6017|211.818182|-29.484848|20.0085|20.0085|20.0085|20.0085|20.0085|20.0085|sed_flat_norm.txt.gz|0.|0.|64.1530|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.1530}
6018|211.818182|-29.454545|20.0090|20.0090|20.0090|20.0090|20.0090|20.0090|sed_flat_norm.txt.gz|0.|0.|64.1620|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1620}
6019|211.818182|-29.424242|20.0095|20.0095|20.0095|20.0095|20.0095|20.0095|sed_flat_norm.txt.gz|0.|0.|64.1710|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.1710}
6020|211.818182|-29.393939|20.0100|20.0100|20.0100|20.0100|20.0100|20.0100|sed_flat_norm.txt.gz|0.|0.|64.1800|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1800}
6021|211.818182|-29.363636|20.0105|20.0105|20.0105|20.0105|20.0105|20.0105|sed_flat_norm.txt.gz|0.|0.|64.1890|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.1890}
6022|211.818182|-29.333333|20.0110|20.0110|20.0110|20.0110|20.0110|20.0110|sed_flat_norm.txt.gz|0.|0.|64.1980|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.1980}
6023|211.818182|-29.303030|20.0115|20.0115|20.0115|20.0115|20.0115|20.0115|sed_flat_norm.txt.gz|0.|0.|64.2070|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2070}
6024|211.818182|-29.272727|20.0120|20.0120|20.0120|20.0120|20.0120|20.0120|sed_flat_norm.txt.gz|0.|0.|64.2160|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.2160}
6025|211.818182|-29.242424|20.0125|20.0125|20.0125|20.0125|20.0125|20.0125|sed_flat_norm.txt.gz|0.|0.|64.2250|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2250}
6026|211.818182|-29.212121|20.0130|20.0130|20.0130|20.0130|20.0130|20.0130|sed_flat_norm.txt.gz|0.|0.|64.2340|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.2340}
6027|211.818182|-29.181818|20.0135|20.0135|20.0135|20.0135|20.0135|20.0135|sed_flat_norm.txt.gz|0.|0.|64.2430|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2430}
6028|211.818182|-29.151515|20.0140|20.0140|20.0140|20.0140|20.0140|20.0140|sed_flat_norm.txt.gz|0.|0.|64.2520|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.2520}
6029|211.818182|-29.121212|20.0145|20.0145|20.0145|20.0145|20.0145|20.0145|sed_flat_norm.txt.gz|0.|0.|64.2610|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2610}
6030|211.818182|-29.090909|20.0150|20.0150|20.0150|20.0150|20.0150|20.0150|sed_flat_norm.txt.gz|0.|0.|64.2700|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.2700}
6031|211.818182|-29.060606|20.0155|20.0155|20.0155|20.0155|20.0155|20.0155|sed_flat_norm.txt.gz|0.|0.|64.2790|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2790}
6032|211.818182|-29.030303|20.0160|20.0160|20.0160|20.0160|20.0160|20.0160|sed_flat_norm.txt.gz|0.|0.|64.2880|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.2880}
6033|211.818182|-29.000000|20.0165|20.0165|20.0165|20.0165|20.0165|20.0165|sed_flat_norm.txt.gz|0.|0.|64.2970|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.2970}
6034|211.818182|-28.969697|20.0170|20.0170|20.0170|20.0170|20.0170|20.0170|sed_flat_norm.txt.gz|0.|0.|64.3060|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3060}
6035|211.818182|-28.939394|20.0175|20.0175|20.0175|20.0175|20.0175|20.0175|sed_flat_norm.txt.gz|0.|0.|64.3150|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.3150}
6036|211.818182|-28.909091|20.0180|20.0180|20.0180|20.0180|20.0180|20.0180|sed_flat_norm.txt.gz|0.|0.|64.3240|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3240}
6037|211.818182|-28.878788|20.0185|20.0185|20.0185|20.0185|20.0185|20.0185|sed_flat_norm.txt.gz|0.|0.|64.3330|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.3330}
6038|211.818182|-28.848485|20.0190|20.0190|20.0190|20.0190|20.0190|20.0190|sed_flat_norm.txt.gz|0.|0.|64.3420|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3420}
6039|211.818182|-28.818182|20.0195|20.0195|20.0195|20.0195|20.0195|20.0195|sed_flat_norm.txt.gz|0.|0.|64.3510|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.3510}
6040|211.818182|-28.787879|20.0200|20.0200|20.0200|20.0200|20.0200|20.0200|sed_flat_norm.txt.gz|0.|0.|64.3600|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3600}
6041|211.818182|-28.757576|20.0205|20.0205|20.0205|20.0205|20.0205|20.0205|sed_flat_norm.txt.gz|0.|0.|64.3690|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.3690}
6042|211.818182|-28.727273|20.0210|20.0210|20.0210|20.0210|20.0210|20.0210|sed_flat_norm.txt.gz|0.|0.|64.3780|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3780}
6043|211.818182|-28.696970|20.0215|20.0215|20.0215|20.0215|20.0215|20.0215|sed_flat_norm.txt.gz|0.|0.|64.3870|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.3870}
6044|211.818182|-28.666667|20.0220|20.0220|20.0220|20.0220|20.0220|20.0220|sed_flat_norm.txt.gz|0.|0.|64.3960|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.3960}
6045|211.818182|-28.636364|20.0225|20.0225|20.0225|20.0225|20.0225|20.0225|sed_flat_norm.txt.gz|0.|0.|64.4050|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4050}
6046|211.818182|-28.606061|20.0230|20.0230|20.0230|20.0230|20.0230|20.0230|sed_flat_norm.txt.gz|0.|0.|64.4140|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.4140}
6047|211.818182|-28.575758|20.0235|20.0235|20.0235|20.0235|20.0235|20.0235|sed_flat_norm.txt.gz|0.|0.|64.4230|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4230}
6048|211.818182|-28.545455|20.0240|20.0240|20.0240|20.0240|20.0240|20.0240|sed_flat_norm.txt.gz|0.|0.|64.4320|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.4320}
6049|211.818182|-28.515152|20.0245|20.0245|20.0245|20.0245|20.0245|20.0245|sed_flat_norm.txt.gz|0.|0.|64.4410|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4410}
6050|211.818182|-28.484848|20.0250|20.0250|20.0250|20.0250|20.0250|20.0250|sed_flat_norm.txt.gz|0.|0.|64.4500|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.4500}
6051|211.818182|-28.454545|20.0255|20.0255|20.0255|20.0255|20.0255|20.0255|sed_flat_norm.txt.gz|0.|0.|64.4590|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4590}
6052|211.818182|-28.424242|20.0260|20.0260|20.0260|20.0260|20.0260|20.0260|sed_flat_norm.txt.gz|0.|0.|64.4680|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.4680}
6053|211.818182|-28.393939|20.0265|20.0265|20.0265|20.0265|20.0265|20.0265|sed_flat_norm.txt.gz|0.|0.|64.4770|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4770}
6054|211.818182|-28.363636|20.0270|20.0270|20.0270|20.0270|20.0270|20.0270|sed_flat_norm.txt.gz|0.|0.|64.4860|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.4860}
6055|211.818182|-28.333333|20.0275|20.0275|20.0275|20.0275|20.0275|20.0275|sed_flat_norm.txt.gz|0.|0.|64.4950|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.4950}
6056|211.818182|-28.303030|20.0280|20.0280|20.0280|20.0280|20.0280|20.0280|sed_flat_norm.txt.gz|0.|0.|64.5040|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5040}
6057|211.818182|-28.272727|20.0285|20.0285|20.0285|20.0285|20.0285|20.0285|sed_flat_norm.txt.gz|0.|0.|64.5130|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.5130}
6058|211.818182|-28.242424|20.0290|20.0290|20.0290|20.0290|20.0290|20.0290|sed_flat_norm.txt.gz|0.|0.|64.5220|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5220}
6059|211.818182|-28.212121|20.0295|20.0295|20.0295|20.0295|20.0295|20.0295|sed_flat_norm.txt.gz|0.|0.|64.5310|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.5310}
6060|211.818182|-28.181818|20.0300|20.0300|20.0300|20.0300|20.0300|20.0300|sed_flat_norm.txt.gz|0.|0.|64.5400|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5400}
6061|211.818182|-28.151515|20.0305|20.0305|20.0305|20.0305|20.0305|20.0305|sed_flat_norm.txt.gz|0.|0.|64.5490|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.5490}
6062|211.818182|-28.121212|20.0310|20.0310|20.0310|20.0310|20.0310|20.0310|sed_flat_norm.txt.gz|0.|0.|64.5580|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5580}
6063|211.818182|-28.090909|20.0315|20.0315|20.0315|20.0315|20.0315|20.0315|sed_flat_norm.txt.gz|0.|0.|64.5670|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.5670}
6064|211.818182|-28.060606|20.0320|20.0320|20.0320|20.0320|20.0320|20.0320|sed_flat_norm.txt.gz|0.|0.|64.5760|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5760}
6065|211.818182|-28.030303|20.0325|20.0325|20.0325|20.0325|20.0325|20.0325|sed_flat_norm.txt.gz|0.|0.|64.5850|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.5850}
6066|211.818182|-28.000000|20.0330|20.0330|20.0330|20.0330|20.0330|20.0330|sed_flat_norm.txt.gz|0.|0.|64.5940|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.5940}
6067|211.818182|-27.969697|20.0335|20.0335|20.0335|20.0335|20.0335|20.0335|sed_flat_norm.txt.gz|0.|0.|64.6030|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6030}
6068|211.818182|-27.939394|20.0340|20.0340|20.0340|20.0340|20.0340|20.0340|sed_flat_norm.txt.gz|0.|0.|64.6120|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.6120}
6069|211.818182|-27.909091|20.0345|20.0345|20.0345|20.0345|20.0345|20.0345|sed_flat_norm.txt.gz|0.|0.|64.6210|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6210}
6070|211.818182|-27.878788|20.0350|20.0350|20.0350|20.0350|20.0350|20.0350|sed_flat_norm.txt.gz|0.|0.|64.6300|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.6300}
6071|211.818182|-27.848485|20.0355|20.0355|20.0355|20.0355|20.0355|20.0355|sed_flat_norm.txt.gz|0.|0.|64.6390|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6390}
6072|211.818182|-27.818182|20.0360|20.0360|20.0360|20.0360|20.0360|20.0360|sed_flat_norm.txt.gz|0.|0.|64.6480|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.6480}
6073|211.818182|-27.787879|20.0365|20.0365|20.0365|20.0365|20.0365|20.0365|sed_flat_norm.txt.gz|0.|0.|64.6570|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6570}
6074|211.818182|-27.757576|20.0370|20.0370|20.0370|20.0370|20.0370|20.0370|sed_flat_norm.txt.gz|0.|0.|64.6660|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.6660}
6075|211.818182|-27.727273|20.0375|20.0375|20.0375|20.0375|20.0375|20.0375|sed_flat_norm.txt.gz|0.|0.|64.6750|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6750}
6076|211.818182|-27.696970|20.0380|20.0380|20.0380|20.0380|20.0380|20.0380|sed_flat_norm.txt.gz|0.|0.|64.6840|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.6840}
6077|211.818182|-27.666667|20.0385|20.0385|20.0385|20.0385|20.0385|20.0385|sed_flat_norm.txt.gz|0.|0.|64.6930|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.6930}
6078|211.818182|-27.636364|20.0390|20.0390|20.0390|20.0390|20.0390|20.0390|sed_flat_norm.txt.gz|0.|0.|64.7020|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7020}
6079|211.818182|-27.606061|20.0395|20.0395|20.0395|20.0395|20.0395|20.0395|sed_flat_norm.txt.gz|0.|0.|64.7110|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.7110}
6080|211.818182|-27.575758|20.0400|20.0400|20.0400|20.0400|20.0400|20.0400|sed_flat_norm.txt.gz|0.|0.|64.7200|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7200}
6081|211.818182|-27.545455|20.0405|20.0405|20.0405|20.0405|20.0405|20.0405|sed_flat_norm.txt.gz|0.|0.|64.7290|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.7290}
6082|211.818182|-27.515152|20.0410|20.0410|20.0410|20.0410|20.0410|20.0410|sed_flat_norm.txt.gz|0.|0.|64.7380|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7380}
6083|211.818182|-27.484848|20.0415|20.0415|20.0415|20.0415|20.0415|20.0415|sed_flat_norm.txt.gz|0.|0.|64.7470|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.7470}
6084|211.818182|-27.454545|20.0420|20.0420|20.0420|20.0420|20.0420|20.0420|sed_flat_norm.txt.gz|0.|0.|64.7560|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7560}
6085|211.818182|-27.424242|20.0425|20.0425|20.0425|20.0425|20.0425|20.0425|sed_flat_norm.txt.gz|0.|0.|64.7650|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.7650}
6086|211.818182|-27.393939|20.0430|20.0430|20.0430|20.0430|20.0430|20.0430|sed_flat_norm.txt.gz|0.|0.|64.7740|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7740}
6087|211.818182|-27.363636|20.0435|20.0435|20.0435|20.0435|20.0435|20.0435|sed_flat_norm.txt.gz|0.|0.|64.7830|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.7830}
6088|211.818182|-27.333333|20.0440|20.0440|20.0440|20.0440|20.0440|20.0440|sed_flat_norm.txt.gz|0.|0.|64.7920|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.7920}
6089|211.818182|-27.303030|20.0445|20.0445|20.0445|20.0445|20.0445|20.0445|sed_flat_norm.txt.gz|0.|0.|64.8010|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.8010}
6090|211.818182|-27.272727|20.0450|20.0450|20.0450|20.0450|20.0450|20.0450|sed_flat_norm.txt.gz|0.|0.|64.8100|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.8100}
6091|211.818182|-27.242424|20.0455|20.0455|20.0455|20.0455|20.0455|20.0455|sed_flat_norm.txt.gz|0.|0.|64.8190|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.8190}
6092|211.818182|-27.212121|20.0460|20.0460|20.0460|20.0460|20.0460|20.0460|sed_flat_norm.txt.gz|0.|0.|64.8280|1|{'t0':52000, 'lcfile':'lc1.txt', 'period':55.8280}
6093|211.818182|-27.181818|20.0465|20.0465|20.0465|20.0465|20.0465|20.0465|sed_flat_norm.txt.gz|0.|0.|64.8370|1|{'t0':52000, 'lcfile':'lc2.txt', 'period':55.8370}
